,customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
1736,14101,74,13,9961.93,3,4,5,12,Loyal Customers
1737,14102,5,5,1360.28,5,3,4,12,Loyal Customers
1738,14104,155,5,771.5799999999999,3,3,3,9,Needs Attention
1739,14105,239,5,5988.83,2,3,5,10,Loyal Customers
1740,14106,737,1,214.79999999999998,1,1,1,3,At Risk
1741,14107,52,11,4877.3,4,4,5,13,Champions
1742,14108,31,4,1044.96,4,3,3,10,Loyal Customers
1743,14109,73,1,144.2,3,1,1,5,At Risk
1744,14110,4,33,12987.95,5,5,5,15,Champions
1745,14111,14,4,692.85,5,3,3,11,Loyal Customers
1746,14112,23,13,5834.59,4,4,5,13,Champions
1747,14113,4,16,7092.610000000001,5,5,5,15,Champions
1748,14114,274,7,1364.09,2,3,4,9,Needs Attention
1749,14115,502,2,622.6700000000001,1,2,3,6,At Risk
1750,14116,20,5,1382.74,4,3,4,11,Loyal Customers
1751,14117,144,1,90.0,3,1,1,5,At Risk
1752,14118,429,1,458.45,1,1,2,4,At Risk
1753,14119,376,2,183.37,2,2,1,5,At Risk
1754,14121,4,4,2780.15,5,3,4,12,Loyal Customers
1755,14122,406,3,362.42,2,2,2,6,At Risk
1756,14123,733,1,436.18,1,1,2,4,At Risk
1757,14124,84,1,419.58000000000004,3,1,2,6,At Risk
1758,14125,11,3,2740.43,5,2,4,11,Loyal Customers
1759,14126,8,4,1172.46,5,3,3,11,Loyal Customers
1760,14127,123,6,1900.0800000000002,3,3,4,10,Loyal Customers
1761,14128,61,3,924.21,3,2,3,8,Needs Attention
1762,14129,2,9,2591.34,5,4,4,13,Champions
1763,14130,319,4,1882.67,2,3,4,9,Needs Attention
1764,14131,649,1,187.87,1,1,1,3,At Risk
1765,14132,2,11,3586.0299999999997,5,4,5,14,Champions
1766,14133,130,4,911.14,3,3,3,9,Needs Attention
1767,14134,383,15,11123.35,2,5,5,12,Loyal Customers
1768,14135,2,24,9643.92,5,5,5,15,Champions
1769,14136,401,5,1570.81,2,3,4,9,Needs Attention
1770,14137,696,1,332.7,1,1,2,4,At Risk
1771,14138,2,2,982.3800000000001,5,2,3,10,Loyal Customers
1772,14139,46,4,1086.8,4,3,3,10,Loyal Customers
1773,14140,4,2,935.05,5,2,3,10,Loyal Customers
1774,14141,3,4,915.13,5,3,3,11,Loyal Customers
1775,14142,373,2,983.15,2,2,3,7,Needs Attention
1776,14143,134,1,115.8,3,1,1,5,At Risk
1777,14144,486,1,30.599999999999998,1,1,1,3,At Risk
1778,14145,47,7,7600.05,4,3,5,12,Loyal Customers
1779,14146,9,12,9450.3,5,4,5,14,Champions
1780,14147,78,9,2590.2,3,4,4,11,Loyal Customers
1781,14148,234,2,466.29,2,2,2,6,At Risk
1782,14149,221,1,446.62,2,1,2,5,At Risk
1783,14150,36,2,658.64,4,2,3,9,Needs Attention
1784,14151,673,2,679.45,1,2,3,6,At Risk
1785,14152,75,7,1997.3400000000001,3,3,4,10,Loyal Customers
1786,14153,483,1,233.4,1,1,1,3,At Risk
1787,14154,239,8,6460.7,2,4,5,11,Loyal Customers
1788,14155,266,1,118.75,2,1,1,4,At Risk
1789,14156,10,156,313946.37,5,5,5,15,Champions
1790,14157,20,5,1002.78,4,3,3,10,Loyal Customers
1791,14158,40,1,507.66,4,1,2,7,Needs Attention
1792,14159,20,20,7938.01,4,5,5,14,Champions
1793,14160,610,7,8421.47,1,3,5,9,Needs Attention
1794,14161,216,7,3318.88,2,3,5,10,Loyal Customers
1795,14162,174,2,289.36,3,2,1,6,At Risk
1796,14163,87,5,2594.62,3,3,4,10,Loyal Customers
1797,14164,71,2,1631.77,3,2,4,9,Needs Attention
1798,14165,276,1,122.53999999999999,2,1,1,4,At Risk
1799,14166,505,2,256.85,1,2,1,4,At Risk
1800,14167,39,8,1296.49,4,4,4,12,Loyal Customers
1801,14168,421,2,370.45,1,2,2,5,At Risk
1802,14169,431,2,624.4300000000001,1,2,3,6,At Risk
1803,14170,375,3,597.33,2,2,2,6,At Risk
1804,14171,98,2,498.79,3,2,2,7,Needs Attention
1805,14172,605,3,402.72,1,2,2,5,At Risk
1806,14173,11,6,586.0,5,3,2,10,Loyal Customers
1807,14174,33,1,134.46,4,1,1,6,At Risk
1808,14175,60,8,7678.88,3,4,5,12,Loyal Customers
1809,14176,297,5,916.01,2,3,3,8,Needs Attention
1810,14177,86,13,2229.34,3,4,4,11,Loyal Customers
1811,14178,9,7,1620.93,5,3,4,12,Loyal Customers
1812,14179,41,2,719.78,4,2,3,9,Needs Attention
1813,14180,11,33,6319.25,5,5,5,15,Champions
1814,14181,411,2,310.55,1,2,2,5,At Risk
1815,14182,444,4,678.77,1,3,3,7,Needs Attention
1816,14183,411,2,286.29,1,2,1,4,At Risk
1817,14184,67,1,452.89,3,1,2,6,At Risk
1818,14185,331,1,197.65,2,1,1,4,At Risk
1819,14186,427,5,1550.63,1,3,4,8,Needs Attention
1820,14187,474,1,123.5,1,1,1,3,At Risk
1821,14188,31,6,2054.36,4,3,4,11,Loyal Customers
1822,14189,2,16,5814.39,5,5,5,15,Champions
1823,14190,666,1,79.9,1,1,1,3,At Risk
1824,14191,2,15,4817.66,5,5,5,15,Champions
1825,14192,388,1,293.74,2,1,2,5,At Risk
1826,14193,68,3,1210.19,3,2,3,8,Needs Attention
1827,14194,5,36,18670.59,5,5,5,15,Champions
1828,14195,202,6,2615.6,2,3,4,9,Needs Attention
1829,14196,107,1,335.52,3,1,2,6,At Risk
1830,14197,411,1,390.05,1,1,2,4,At Risk
1831,14198,18,9,1569.73,5,4,4,13,Champions
1832,14199,218,4,1091.7,2,3,3,8,Needs Attention
1833,14200,617,1,379.2,1,1,2,4,At Risk
1834,14201,60,10,1193.54,3,4,3,10,Loyal Customers
1835,14202,381,3,847.76,2,2,3,7,Needs Attention
1836,14203,397,1,339.34,2,1,2,5,At Risk
1837,14204,2,4,1062.96,5,3,3,11,Loyal Customers
1838,14205,17,9,2414.2,5,4,4,13,Champions
1839,14206,239,3,1185.01,2,2,3,7,Needs Attention
1840,14207,688,1,157.8,1,1,1,3,At Risk
1841,14208,95,2,567.05,3,2,2,7,Needs Attention
1842,14209,11,15,4993.27,5,5,5,15,Champions
1843,14210,106,16,5861.52,3,5,5,13,Champions
1844,14211,53,18,4402.29,4,5,5,14,Champions
1845,14212,90,2,2190.14,3,2,4,9,Needs Attention
1846,14213,405,1,1192.2,2,1,3,6,At Risk
1847,14214,31,5,1004.38,4,3,3,10,Loyal Customers
1848,14215,12,9,3416.33,5,4,5,14,Champions
1849,14216,3,5,2150.04,5,3,4,12,Loyal Customers
1850,14217,2,23,3416.89,5,5,5,15,Champions
1851,14218,43,1,169.48000000000002,4,1,1,6,At Risk
1852,14219,4,3,633.83,5,2,3,10,Loyal Customers
1853,14220,247,4,1515.0,2,3,4,9,Needs Attention
1854,14221,42,17,6517.49,4,5,5,14,Champions
1855,14222,177,1,683.17,3,1,3,7,Needs Attention
1856,14223,92,3,991.13,3,2,3,8,Needs Attention
1857,14224,110,9,1897.9,3,4,4,11,Loyal Customers
1858,14225,435,4,2037.02,1,3,4,8,Needs Attention
1859,14226,29,6,3002.53,4,3,5,12,Loyal Customers
1860,14227,26,15,6368.71,4,5,5,14,Champions
1861,14228,438,3,745.5,1,2,3,6,At Risk
1862,14229,52,7,2594.04,4,3,4,11,Loyal Customers
1863,14230,436,3,979.8000000000001,1,2,3,6,At Risk
1864,14231,184,4,1235.6200000000001,3,3,3,9,Needs Attention
1865,14232,43,5,2048.07,4,3,4,11,Loyal Customers
1866,14233,49,7,2904.27,4,3,4,11,Loyal Customers
1867,14234,22,4,775.46,4,3,3,10,Loyal Customers
1868,14235,75,9,4717.99,3,4,5,12,Loyal Customers
1869,14236,81,5,1744.64,3,3,4,10,Loyal Customers
1870,14237,373,2,632.14,2,2,3,7,Needs Attention
1871,14238,326,3,434.23,2,2,2,6,At Risk
1872,14239,43,21,4263.17,4,5,5,14,Champions
1873,14240,30,3,1247.49,4,2,3,9,Needs Attention
1874,14241,184,2,333.70000000000005,3,2,2,7,Needs Attention
1875,14242,235,2,280.55,2,2,1,5,At Risk
1876,14243,9,17,7431.05,5,5,5,15,Champions
1877,14244,661,1,366.41999999999996,1,1,2,4,At Risk
1878,14245,220,2,1693.45,2,2,4,8,Needs Attention
1879,14246,111,3,1474.06,3,2,4,9,Needs Attention
1880,14247,278,5,772.66,2,3,3,8,Needs Attention
1881,14248,318,3,1032.95,2,2,3,7,Needs Attention
1882,14249,411,12,5625.461,1,4,5,10,Loyal Customers
1883,14250,7,3,1904.05,5,2,4,11,Loyal Customers
1884,14251,2,5,2879.7000000000003,5,3,4,12,Loyal Customers
1885,14252,381,1,350.99,2,1,2,5,At Risk
1886,14253,493,2,363.40000000000003,1,2,2,5,At Risk
1887,14254,433,1,601.03,1,1,2,4,At Risk
1888,14255,546,1,1000.63,1,1,3,5,At Risk
1889,14256,260,5,2473.9900000000002,2,3,4,9,Needs Attention
1890,14257,64,9,5954.45,3,4,5,12,Loyal Customers
1891,14258,9,25,32051.34,5,5,5,15,Champions
1892,14259,142,1,120.0,3,1,1,5,At Risk
1893,14260,471,3,824.28,1,2,3,6,At Risk
1894,14261,51,2,1163.45,4,2,3,9,Needs Attention
1895,14262,8,8,2618.23,5,4,4,13,Champions
1896,14263,423,1,322.93,1,1,2,4,At Risk
1897,14264,155,6,1517.3600000000001,3,3,4,10,Loyal Customers
1898,14265,109,4,1373.35,3,3,4,10,Loyal Customers
1899,14266,428,1,40.56,1,1,1,3,At Risk
1900,14267,163,3,1516.24,3,2,4,9,Needs Attention
1901,14268,471,1,354.85,1,1,2,4,At Risk
1902,14269,439,1,295.73,1,1,2,4,At Risk
1903,14270,332,1,492.65000000000003,2,1,2,5,At Risk
1904,14271,226,2,219.13,2,2,1,5,At Risk
1905,14272,74,4,920.81,3,3,3,9,Needs Attention
1906,14273,51,4,559.97,4,3,2,9,Needs Attention
1907,14274,686,1,256.6,1,1,1,3,At Risk
1908,14275,396,6,1189.3799999999999,2,3,3,8,Needs Attention
1909,14276,99,7,2102.68,3,3,4,10,Loyal Customers
1910,14277,15,9,17225.81,5,4,5,14,Champions
1911,14278,410,1,205.83,2,1,1,4,At Risk
1912,14279,521,2,191.86,1,2,1,4,At Risk
1913,14280,197,1,134.04,2,1,1,4,At Risk
1914,14281,408,1,245.15,2,1,1,4,At Risk
1915,14282,3,25,7849.66,5,5,5,15,Champions
1916,14283,463,4,628.4399999999999,1,3,3,7,Needs Attention
1917,14284,31,3,1299.65,4,2,4,10,Loyal Customers
1918,14285,21,8,3284.42,4,4,5,13,Champions
1919,14286,24,7,8479.76,4,3,5,12,Loyal Customers
1920,14287,8,3,176.63,5,2,1,8,Needs Attention
1921,14288,213,1,426.6,2,1,2,5,At Risk
1922,14289,9,6,911.26,5,3,3,11,Loyal Customers
1923,14290,11,8,4516.56,5,4,5,14,Champions
1924,14291,2,23,7904.1,5,5,5,15,Champions
1925,14292,8,16,9226.25,5,5,5,15,Champions
1926,14293,3,9,3267.9300000000003,5,4,5,14,Champions
1927,14294,407,1,375.34,2,1,2,5,At Risk
1928,14295,40,5,2362.91,4,3,4,11,Loyal Customers
1929,14296,421,2,456.40000000000003,1,2,2,5,At Risk
1930,14297,18,4,1305.33,5,3,4,12,Loyal Customers
1931,14298,8,82,91194.49,5,5,5,15,Champions
1932,14299,8,27,14499.49,5,5,5,15,Champions
1933,14300,19,1,43.2,5,1,1,7,Needs Attention
1934,14301,117,4,1992.18,3,3,4,10,Loyal Customers
1935,14302,431,3,742.9000000000001,1,2,3,6,At Risk
1936,14303,407,2,277.94,2,2,1,5,At Risk
1937,14304,223,3,1725.01,2,2,4,8,Needs Attention
1938,14305,71,3,1858.96,3,2,4,9,Needs Attention
1939,14306,51,6,3151.4,4,3,5,12,Loyal Customers
1940,14307,89,10,5071.03,3,4,5,12,Loyal Customers
1941,14308,549,2,1147.02,1,2,3,6,At Risk
1942,14309,8,11,3780.81,5,4,5,14,Champions
1943,14310,433,1,492.1,1,1,2,4,At Risk
1944,14311,243,2,516.45,2,2,2,6,At Risk
1945,14312,47,11,3090.29,4,4,5,13,Champions
1946,14314,107,2,229.8,3,2,1,6,At Risk
1947,14315,45,8,3197.82,4,4,5,13,Champions
1948,14316,422,5,1370.34,1,3,4,8,Needs Attention
1949,14317,65,1,508.58000000000004,3,1,2,6,At Risk
1950,14318,460,1,158.02,1,1,1,3,At Risk
1951,14319,424,1,494.85,1,1,2,4,At Risk
1952,14320,207,5,1346.75,2,3,4,9,Needs Attention
1953,14321,11,7,2218.06,5,3,4,12,Loyal Customers
1954,14322,429,4,474.1,1,3,2,6,At Risk
1955,14323,115,2,605.0600000000001,3,2,2,7,Needs Attention
1956,14324,410,2,701.61,2,2,3,7,Needs Attention
1957,14325,570,1,245.48000000000002,1,1,1,3,At Risk
1958,14326,242,3,940.98,2,2,3,7,Needs Attention
1959,14327,163,6,1894.93,3,3,4,10,Loyal Customers
1960,14328,438,1,445.05,1,1,2,4,At Risk
1961,14329,17,15,9927.22,5,5,5,15,Champions
1962,14330,624,1,200.63,1,1,1,3,At Risk
1963,14331,124,2,462.65999999999997,3,2,2,7,Needs Attention
1964,14332,23,5,1943.51,4,3,4,11,Loyal Customers
1965,14333,68,1,415.2,3,1,2,6,At Risk
1966,14334,17,12,4318.48,5,4,5,14,Champions
1967,14335,16,2,468.26,5,2,2,9,Needs Attention
1968,14336,17,4,1614.91,5,3,4,12,Loyal Customers
1969,14338,161,3,928.1,3,2,3,8,Needs Attention
1970,14339,243,2,620.27,2,2,3,7,Needs Attention
1971,14340,219,1,134.7,2,1,1,4,At Risk
1972,14341,45,18,4467.32,4,5,5,14,Champions
1973,14342,21,6,918.44,4,3,3,10,Loyal Customers
1974,14343,421,4,1088.91,1,3,3,7,Needs Attention
1975,14344,127,20,3333.7000000000003,3,5,5,13,Champions
1976,14345,39,1,108.97999999999999,4,1,1,6,At Risk
1977,14346,121,5,2315.75,3,3,4,10,Loyal Customers
1978,14347,737,1,82.6,1,1,1,3,At Risk
1979,14348,260,1,409.57,2,1,2,5,At Risk
1980,14349,10,1,133.5,5,1,1,7,Needs Attention
1981,14350,274,3,972.03,2,2,3,7,Needs Attention
1982,14351,165,1,51.0,3,1,1,5,At Risk
1983,14352,157,4,1078.96,3,3,3,9,Needs Attention
1984,14353,215,3,376.5,2,2,2,6,At Risk
1985,14354,6,2,163.62,5,2,1,8,Needs Attention
1986,14355,366,3,1014.45,2,2,3,7,Needs Attention
1987,14356,80,2,701.23,3,2,3,8,Needs Attention
1988,14357,43,1,225.77,4,1,1,6,At Risk
1989,14358,389,2,400.06,2,2,2,6,At Risk
1990,14359,19,3,912.18,5,2,3,10,Loyal Customers
1991,14360,32,4,2128.23,4,3,4,11,Loyal Customers
1992,14361,579,1,214.70999999999998,1,1,1,3,At Risk
1993,14362,22,1,161.2,4,1,1,6,At Risk
1994,14363,402,2,227.47000000000003,2,2,1,5,At Risk
1995,14364,109,8,3717.35,3,4,5,12,Loyal Customers
1996,14365,395,2,634.68,2,2,3,7,Needs Attention
1997,14366,525,1,136.0,1,1,1,3,At Risk
1998,14367,8,16,9261.52,5,5,5,15,Champions
1999,14368,320,1,155.0,2,1,1,4,At Risk
2000,14369,642,2,469.13,1,2,2,5,At Risk
2001,14370,451,6,1175.78,1,3,3,7,Needs Attention
2002,14371,295,1,100.5,2,1,1,4,At Risk
2003,14372,443,2,860.08,1,2,3,6,At Risk
2004,14373,358,1,76.55,2,1,1,4,At Risk
2005,14374,541,1,108.0,1,1,1,3,At Risk
2006,14375,185,3,1132.99,3,2,3,8,Needs Attention
2007,14376,683,1,215.46,1,1,1,3,At Risk
2008,14377,191,2,617.05,2,2,2,6,At Risk
2009,14378,622,1,131.25,1,1,1,3,At Risk
2010,14379,44,4,1268.91,4,3,4,11,Loyal Customers
2011,14380,682,1,48.96,1,1,1,3,At Risk
2012,14381,52,2,631.34,4,2,3,9,Needs Attention
2013,14382,26,2,1246.8,4,2,3,9,Needs Attention
2014,14383,38,3,1247.69,4,2,3,9,Needs Attention
2015,14384,501,1,58.5,1,1,1,3,At Risk
2016,14385,9,3,202.11,5,2,1,8,Needs Attention
2017,14386,297,1,142.4,2,1,1,4,At Risk
2018,14387,33,3,1770.56,4,2,4,10,Loyal Customers
2019,14388,10,16,6701.0,5,5,5,15,Champions
2020,14389,65,5,1898.01,3,3,4,10,Loyal Customers
2021,14390,10,13,6399.83,5,4,5,14,Champions
2022,14391,577,1,135.6,1,1,1,3,At Risk
2023,14392,432,1,266.4,1,1,1,3,At Risk
2024,14393,218,1,67.95,2,1,1,4,At Risk
2025,14394,565,1,93.8,1,1,1,3,At Risk
2026,14395,2,20,8208.01,5,5,5,15,Champions
2027,14396,65,7,2121.93,3,3,4,10,Loyal Customers
2028,14397,3,19,2612.96,5,5,4,14,Champions
2029,14398,401,2,707.79,2,2,3,7,Needs Attention
2030,14399,394,8,2113.16,2,4,4,10,Loyal Customers
2031,14400,149,3,1732.47,3,2,4,9,Needs Attention
2032,14401,4,22,6795.9,5,5,5,15,Champions
2033,14402,652,1,285.6,1,1,1,3,At Risk
2034,14403,130,6,1880.51,3,3,4,10,Loyal Customers
2035,14404,34,13,2899.11,4,4,4,12,Loyal Customers
2036,14405,387,1,195.0,2,1,1,4,At Risk
2037,14406,119,1,156.75,3,1,1,5,At Risk
2038,14407,107,6,2157.73,3,3,4,10,Loyal Customers
2039,14408,11,11,4109.77,5,4,5,14,Champions
2040,14409,71,9,3756.09,3,4,5,12,Loyal Customers
2041,14410,92,11,2651.14,3,4,4,11,Loyal Customers
2042,14411,311,1,1063.0,2,1,3,6,At Risk
2043,14412,43,3,1426.19,4,2,4,10,Loyal Customers
2044,14413,362,4,770.37,2,3,3,8,Needs Attention
2045,14414,92,8,2399.33,3,4,4,11,Loyal Customers
2046,14415,1,23,12091.6,5,5,5,15,Champions
2047,14416,22,2,490.22,4,2,2,8,Needs Attention
2048,14417,388,1,604.2,2,1,2,5,At Risk
2049,14418,4,3,1937.25,5,2,4,11,Loyal Customers
2050,14419,11,7,1260.91,5,3,4,12,Loyal Customers
2051,14420,99,4,1639.17,3,3,4,10,Loyal Customers
2052,14421,57,6,2469.37,4,3,4,11,Loyal Customers
2053,14422,1,19,10271.52,5,5,5,15,Champions
2054,14423,218,3,916.6099999999999,2,2,3,7,Needs Attention
2055,14424,18,1,322.08,5,1,2,8,Needs Attention
2056,14425,435,3,661.39,1,2,3,6,At Risk
2057,14426,24,17,11727.94,4,5,5,14,Champions
2058,14427,50,4,1263.52,4,3,4,11,Loyal Customers
2059,14428,7,5,1244.83,5,3,3,11,Loyal Customers
2060,14429,404,1,516.28,2,1,2,5,At Risk
2061,14430,512,3,1220.9,1,2,3,6,At Risk
2062,14431,303,4,2614.2,2,3,4,9,Needs Attention
2063,14432,10,6,2255.51,5,3,4,12,Loyal Customers
2064,14433,466,1,289.6,1,1,1,3,At Risk
2065,14434,22,6,1372.8,4,3,4,11,Loyal Customers
2066,14435,502,1,90.42,1,1,1,3,At Risk
2067,14436,99,2,271.70000000000005,3,2,1,6,At Risk
2068,14437,366,5,958.84,2,3,3,8,Needs Attention
2069,14438,306,1,131.9,2,1,1,4,At Risk
2070,14439,320,5,9443.04,2,3,5,10,Loyal Customers
2071,14440,8,13,6638.7300000000005,5,4,5,14,Champions
2072,14441,1,11,4611.6900000000005,5,4,5,14,Champions
2073,14442,205,7,5367.0199999999995,2,3,5,10,Loyal Customers
2074,14443,54,5,2386.47,4,3,4,11,Loyal Customers
2075,14444,456,1,132.04,1,1,1,3,At Risk
2076,14445,456,1,221.65,1,1,1,3,At Risk
2077,14446,1,5,1241.31,5,3,3,11,Loyal Customers
2078,14447,19,6,1711.73,5,3,4,12,Loyal Customers
2079,14448,9,2,375.35,5,2,2,9,Needs Attention
2080,14449,19,8,2482.8,5,4,4,13,Champions
2081,14450,181,7,1128.44,3,3,3,9,Needs Attention
2082,14451,60,12,3308.77,3,4,5,12,Loyal Customers
2083,14452,11,4,665.59,5,3,3,11,Loyal Customers
2084,14453,190,1,119.93,2,1,1,4,At Risk
2085,14454,376,5,977.3,2,3,3,8,Needs Attention
2086,14455,432,4,628.21,1,3,3,7,Needs Attention
2087,14456,5,9,3062.4,5,4,5,14,Champions
2088,14457,311,1,113.64,2,1,1,4,At Risk
2089,14458,381,1,237.42,2,1,1,4,At Risk
2090,14459,155,2,5375.741,3,2,5,10,Loyal Customers
2091,14460,110,9,1093.5,3,4,3,10,Loyal Customers
2092,14461,148,13,6713.5,3,4,5,12,Loyal Customers
2093,14462,66,12,2270.01,3,4,4,11,Loyal Customers
2094,14463,98,4,786.5699999999999,3,3,3,9,Needs Attention
2095,14464,568,2,111.0,1,2,1,4,At Risk
2096,14465,247,11,3946.03,2,4,5,11,Loyal Customers
2097,14466,29,13,4646.9,4,4,5,13,Champions
2098,14467,18,12,2220.9900000000002,5,4,4,13,Champions
2099,14468,734,1,204.24,1,1,1,3,At Risk
2100,14469,416,4,2112.21,1,3,4,8,Needs Attention
2101,14470,12,3,712.04,5,2,3,10,Loyal Customers
2102,14471,591,2,400.95,1,2,2,5,At Risk
2103,14472,104,9,2228.22,3,4,4,11,Loyal Customers
2104,14473,74,2,234.34000000000003,3,2,1,6,At Risk
2105,14474,46,2,1278.08,4,2,4,10,Loyal Customers
2106,14475,72,4,1151.15,3,3,3,9,Needs Attention
2107,14476,257,1,215.7,2,1,1,4,At Risk
2108,14477,20,7,1969.6,4,3,4,11,Loyal Customers
2109,14478,382,4,1276.66,2,3,4,9,Needs Attention
2110,14479,254,4,1299.11,2,3,4,9,Needs Attention
2111,14480,11,4,1299.52,5,3,4,12,Loyal Customers
2112,14481,165,5,2311.4900000000002,3,3,4,10,Loyal Customers
2113,14482,18,12,4357.91,5,4,5,14,Champions
2114,14483,282,2,257.1,2,2,1,5,At Risk
2115,14484,50,4,1070.98,4,3,3,10,Loyal Customers
2116,14485,39,1,165.75,4,1,1,6,At Risk
2117,14486,512,2,175.5,1,2,1,4,At Risk
2118,14487,27,7,1453.61,4,3,4,11,Loyal Customers
2119,14488,68,1,1064.28,3,1,3,7,Needs Attention
2120,14489,207,4,1574.93,2,3,4,9,Needs Attention
2121,14490,406,2,1273.47,2,2,4,8,Needs Attention
2122,14491,175,2,468.13,3,2,2,7,Needs Attention
2123,14492,430,7,1921.91,1,3,4,8,Needs Attention
2124,14493,7,10,5130.15,5,4,5,14,Champions
2125,14494,26,3,401.46,4,2,2,8,Needs Attention
2126,14495,51,3,174.8,4,2,1,7,Needs Attention
2127,14496,312,7,2668.23,2,3,4,9,Needs Attention
2128,14497,309,2,697.0600000000001,2,2,3,7,Needs Attention
2129,14498,43,10,3911.27,4,4,5,13,Champions
2130,14499,26,7,2138.9700000000003,4,3,4,11,Loyal Customers
2131,14500,88,3,356.85,3,2,2,7,Needs Attention
2132,14501,184,2,251.21,3,2,1,6,At Risk
2133,14502,20,11,2470.67,4,4,4,12,Loyal Customers
2134,14503,3,6,3543.26,5,3,5,13,Champions
2135,14504,47,4,673.26,4,3,3,10,Loyal Customers
2136,14505,17,19,12001.84,5,5,5,15,Champions
2137,14506,17,7,3290.67,5,3,5,13,Champions
2138,14507,24,11,3284.43,4,4,5,13,Champions
2139,14508,22,5,874.94,4,3,3,10,Loyal Customers
2140,14509,534,1,110.95,1,1,1,3,At Risk
2141,14510,376,3,1007.28,2,2,3,7,Needs Attention
2142,14511,11,5,1314.81,5,3,4,12,Loyal Customers
2143,14512,188,7,1223.47,3,3,3,9,Needs Attention
2144,14513,101,6,788.01,3,3,3,9,Needs Attention
2145,14514,61,9,4598.9800000000005,3,4,5,12,Loyal Customers
2146,14515,18,12,3749.2599999999998,5,4,5,14,Champions
2147,14516,516,1,163.92,1,1,1,3,At Risk
2148,14517,33,2,330.45,4,2,2,8,Needs Attention
2149,14518,64,1,174.37,3,1,1,5,At Risk
2150,14519,684,2,206.09,1,2,1,4,At Risk
2151,14520,2,2,270.6,5,2,1,8,Needs Attention
2152,14521,491,1,199.45000000000002,1,1,1,3,At Risk
2153,14522,24,8,1758.6200000000001,4,4,4,12,Loyal Customers
2154,14523,108,1,241.09,3,1,1,5,At Risk
2155,14524,32,13,2933.71,4,4,4,12,Loyal Customers
2156,14525,20,17,8240.64,4,5,5,14,Champions
2157,14526,389,1,262.4,2,1,1,4,At Risk
2158,14527,3,122,27792.3,5,5,5,15,Champions
2159,14528,37,1,364.21999999999997,4,1,2,7,Needs Attention
2160,14529,60,3,620.04,3,2,3,8,Needs Attention
2161,14530,26,16,6197.4,4,5,5,14,Champions
2162,14531,480,1,376.34,1,1,2,4,At Risk
2163,14532,236,11,3859.1800000000003,2,4,5,11,Loyal Customers
2164,14533,25,11,3466.37,4,4,5,13,Champions
2165,14534,3,26,6271.11,5,5,5,15,Champions
2166,14535,60,9,6030.7300000000005,3,4,5,12,Loyal Customers
2167,14536,260,1,171.8,2,1,1,4,At Risk
2168,14537,58,2,641.4,4,2,3,9,Needs Attention
2169,14538,65,5,1370.8400000000001,3,3,4,10,Loyal Customers
2170,14539,16,2,537.48,5,2,2,9,Needs Attention
2171,14540,10,11,3795.34,5,4,5,14,Champions
2172,14541,59,14,2499.68,4,5,4,13,Champions
2173,14542,186,1,103.25,3,1,1,5,At Risk
2174,14543,29,39,14906.77,4,5,5,14,Champions
2175,14544,24,3,2982.43,4,2,5,11,Loyal Customers
2176,14545,674,1,349.25,1,1,2,4,At Risk
2177,14546,5,11,5197.9,5,4,5,14,Champions
2178,14547,4,8,4007.54,5,4,5,14,Champions
2179,14548,151,9,2627.49,3,4,4,11,Loyal Customers
2180,14549,311,4,916.5500000000001,2,3,3,8,Needs Attention
2181,14550,11,4,1353.31,5,3,4,12,Loyal Customers
2182,14551,18,7,880.04,5,3,3,11,Loyal Customers
2183,14552,152,3,511.28000000000003,3,2,2,7,Needs Attention
2184,14553,19,9,1841.54,5,4,4,13,Champions
2185,14554,10,4,2381.04,5,3,4,12,Loyal Customers
2186,14555,57,6,2315.63,4,3,4,11,Loyal Customers
2187,14556,596,3,835.34,1,2,3,6,At Risk
2188,14557,85,1,788.38,3,1,3,7,Needs Attention
2189,14558,654,3,655.5,1,2,3,6,At Risk
2190,14559,390,1,75.6,2,1,1,4,At Risk
2191,14560,7,44,6114.03,5,5,5,15,Champions
2192,14561,76,3,1080.76,3,2,3,8,Needs Attention
2193,14562,4,26,6729.400000000001,5,5,5,15,Champions
2194,14563,510,2,679.44,1,2,3,6,At Risk
2195,14564,435,2,2605.62,1,2,4,7,Needs Attention
2196,14565,96,5,3859.2200000000003,3,3,5,11,Loyal Customers
2197,14566,111,4,4092.0,3,3,5,11,Loyal Customers
2198,14567,57,2,1530.3600000000001,4,2,4,10,Loyal Customers
2199,14568,435,1,919.7,1,1,3,5,At Risk
2200,14569,1,4,598.98,5,3,2,10,Loyal Customers
2201,14570,281,3,613.75,2,2,2,6,At Risk
2202,14571,425,1,161.65,1,1,1,3,At Risk
2203,14572,3,11,5615.18,5,4,5,14,Champions
2204,14573,180,13,2621.42,3,4,4,11,Loyal Customers
2205,14574,733,1,143.70000000000002,1,1,1,3,At Risk
2206,14575,488,1,460.71,1,1,2,4,At Risk
2207,14576,372,1,70.80000000000001,2,1,1,4,At Risk
2208,14577,13,7,1374.25,5,3,4,12,Loyal Customers
2209,14578,3,1,168.63,5,1,1,7,Needs Attention
2210,14579,432,1,105.56,1,1,1,3,At Risk
2211,14580,518,1,14.850000000000001,1,1,1,3,At Risk
2212,14581,17,2,433.8,5,2,2,9,Needs Attention
2213,14582,41,1,114.11,4,1,1,6,At Risk
2214,14583,6,8,1781.03,5,4,4,13,Champions
